,Company Name,Sector,Stage,Amount($),Location,Funding Year,Founders,Investor,label
1650,Smytten,Consumer Goods,Series A,1600000.0,Gurugram,2015.0,"Swagat Sarangi, Siddhartha Nangia.",Fireside Ventures,non-technology
1651,Syook,Industrial Automation,Series A,1600000.0,Bangalore,2016.0,"Saurabh Sharma, Aman Agarwal, Arjun Nagarajan","Inflection Point Ventures, ONGC",non-technology
1652,Akudo,FinTech,Pre-seed,1600000.0,Bangalore,2020.0,"Lavika Aggarwal, Sajal Khanna, Jagveer Gandhi","Y Combinator, Incubate Fund India",non-technology
1653,NOTO,Consumer Goods,Pre-series A,1600000.0,Mumbai,2019.0,"Varun Sheth, Ashni Sheth","Titan Capital, Rockstud Capital,  John Abraham, WEH Ventures",non-technology
1654,Lumiq,Information Technology,Seed,1600000.0,Noida,2013.0,Shoaib Mohammad,Info Edge Ventures,non-technology
1655,CommerceUp,Information Technology,Seed,1600000.0,Gurugram,2018.0,Piyush Pathak,NB Ventures,non-technology
1656,Breathe Well-being,Health,Series A,1600000.0,Gurugram,2015.0,"Rohan Verma, Aditya Kaicker",Accel,non-technology
1657,Hike,Information Technology,Bridge Round,1600000.0,New Delhi,2012.0,Kavin Bharti Mittal,"Binny Bansal, Kunal Shah",non-technology
1658,House of Kieraya,Lifestyle,Bridge Round,1600000.0,Bangalore,2013.0,Ajith Mohan Karimpana,TradeCred,non-technology
1660,Probus,IoT,Bridge,1600000.0,New Delhi,2017.0,"AArnav Kumard Singh, Ankit Vaish, Sunny Kumar Jadoon",Unicorn India Ventures,non-technology
1661,DrinkPrime,Consumer Goods,Bridge Round,1600000.0,Bangalore,2016.0,Anil Kejriwal,"UC Inclusive Credit, Western Capital",non-technology
1662,Smart Express,Logistics,Seed,1600000.0,Mumbai,2016.3733440385388,Yogesh Dhingra,"IIFL India Private Equity Fund, Smiti Holding & Trading Company",non-technology
1663,Smallcase,FinTech,Series C,1600000.0,Bangalore,2015.0,"Anugrah Shrivastava, Vasanth Kamath, Rohan Gupta",Faering Capital,non-technology
1664,SATYA MicroCapital,Banking,Bridge Round,1600000.0,New Delhi,2017.0,Vivek Tiwari,"responsAbility Investments, Blue Orchard",non-technology
1665,Snack Amor,Food & Beverages,Bridge Round,1600000.0,Mumbai,2014.0,Deepak Grover,"Sanchit Agarwal, Sujan Sinha, Michael Cooke",technology
1666,Postman,Computer software,Series D,1600000.0,Bangalore,2014.0,"Abhinav Asthana, Abhijit Kane, Ankit Sobti","CRV, Nexus Venture Partners",technology
1667,Hashnode,Computer software,Series A,1600000.0,Bangalore,2016.0,"Syed Fazle Rahman, Sandeep Panda","Salesforce Ventures, Sierra Ventures, Sequoia Capital India’s Surge",technology
1668,RACEnergy,Automotive,Seed+,1600000.0,Hyderabad,2018.0,Arun Sreyas Reddy,"Micelio Fund, growX ventures",non-technology
1669,BharatPe,FinTech,Debt,1600000.0,New Delhi,2018.0,"Ashneer Grover, Shashvat Nakrani","IIFL Wealth, Asset Management, Northern Arc Capital",non-technology
1670,Gyde,Computer software,Seed,1600000.0,Pune,2019.0,"Prasanna Vaidya, Shubham Deshmukh","Better Capital, Ashish Achrekar",technology
1671,BatteryPool,Automotive,Seed,1600000.0,Pune,2018.0,Ashwin Shankar,IAN,non-technology
1672,AgNext,AgriTech,Series A,1600000.0,Chandigarh,2016.0,Taranjeet Singh Bhamra,Alpha Wave Incubation,non-technology
1673,Xpresslane,Tech startup,Pre-seed,1600000.0,Bangalore,2019.0,Ashwin Koorakula,"Point One Capital, Yatra Angel Network (YAN), Opus Consulting, Manipal Technologies.",technology
1675,OYO,Hospitality,Series F2,1600000.0,Gurugram,2013.0,Ritesh Agarwal,Microsoft,technology
1676,Rapido,Information Technology & Services,Bridge Round,1600000.0,Bangalore,2015.0,"Aravind Sanka, Pavan Guntupalli, SR Rishikesh","Shell Ventures, Yamaha, Kunal Shah",non-technology
1677,YPay,FinTech,Bridge Round,1600000.0,Noida,2017.0,Dr Navneet Gupta,We Founder Circle,non-technology
1678,SleepyCat,Furniture,Bridge Round,1600000.0,Mumbai,2017.0,Kabir Siddiq,"Saama Capital, DSG Consumer Partners, Sharrp Ventures",technology
1679,Ultrahuman,Healthcare,Bridge Round,1600000.0,Bangalore,2020.0,"Mohit Kumar, Vatsal Singhal",Tiger Global’s Scott Schleifer,technology
1681,Yellow Class,EdTech,Bridge Round,1600000.0,Gurugram,2020.0,"Anshul Gupta, Arpit Mittal",Elevation Capital,non-technology
1682,Yojak,B2B marketplace,Bridge Round,1600000.0,Gurugram,2019.0,Anuj Jain,Info Edge Ventures,technology
1683,CreatorStack,Computer software,Bridge Round,1600000.0,Bangalore,2019.0,"Ankit Acharya, Kevin William David",Accel,technology
1684,Expertrons,EdTech,Bridge Round,1600000.0,Mumbai,2019.0,"Jatin Solank, Vivek Gupta","Venture Catalysts, Auxano Capital, Venture Garage, Yoga Capital, Ah!Ventures, Lead Angels",non-technology
1685,Rage Coffee,Food & Beverages,Bridge Round,1600000.0,New Delhi,2018.0,Bharat Sethi,Sixth Sense Ventures,technology
1686,Klub,Financial Services,Bridge Round,1600000.0,Bangalore,2019.0,"Anurakt Jain, Ishita Verma","9Unicorns, Sequoia Capital India’s Surge",non-technology
1687,Navia Life Care,Healtcare,Bridge Round,1600000.0,New Delhi,2016.0,"Nupur Khandelwal, Kunal Kishore Dhawan, Gaurav Gupta","Anicut Angel Fund, 9 Unicorns",technology
1688,1K Kirana Bazaar,Retail,Bridge Round,1600000.0,Gurugram,2018.0,"Abhishek Halder, Anilesh Yadav, Kumar Sangeetesh","Info Edge, FalconEdge",technology
1689,Zupee,Gaming,Bridge Round,1600000.0,Gurugram,2018.0,"Dilsher Singh, Siddhant Saurabh","WestCap Group, Tomales Bay Capital",non-technology
1690,Locale.ai,Location Analytics,Bridge Round,1600000.0,Bangalore,2019.0,"Rishabh Jain, Aditi Sinha","Chiratae Ventures, Better Capital",non-technology
1691,VerSe Innovation,Media,Bridge Round,1600000.0,Bangalore,2018.0,Umang Bedi,"Siguler Guff, Baillie Gifford",non-technology
1693,Miko,Consumer Electronics,Bridge Round,1600000.0,Mumbai,2015.0,"Sneh R Vaswani, Prashant V Iyengar, Chintan S Raikar","IIFL AMC, Mankind Pharma Family Office, Aroa Ventures",non-technology
1694,Whiz League,EdTech,Bridge Round,1600000.0,New Delhi,2020.0,"Natasha Jain, Sonia Agarwal Bajaj",ITI Growth Opportunities,non-technology
1695,Hash,Tobacco,Bridge Round,1600000.0,New Delhi,2020.0,Shwetank Jain,Amrac Investment Trust,non-technology
1696,Unacademy,EdTech,Bridge Round,1600000.0,Bangalore,2015.0,"Gaurav Munjal, Hemesh Singh, Roman Saini",Bhavin Turakhia,non-technology
1697,Log 9 Materials,Deeptech,Series A+,1600000.0,Bangalore,2014.0,"Akshay Singhal, Kartik Hajela",Amara Raja Batteries,technology
1698,upGrad,EdTech,Bridge Round,1600000.0,Mumbai,2015.0,"Phalgun Kompalli, Ronnie Screwvala, Mayank Kumar",India Infoline FiUndisclosedce,non-technology
1699,FlashPrep,EdTech,Pre-seed,1600000.0,Bangalore,2020.0,"Dhiresh Nagwani, Ashwini Dhekane",Venture Highway,non-technology
1700,Kenko Health,Insuretech,Pre-series A,1600000.0,Mumbai,2019.0,"Aniruddha Sen, Dhiraj Goel","BEENEXT, Orios",technology
1701,Wiz Freight,Logistics & Supply Chain,Seed,1600000.0,Chennai,2020.0,"Ramkumar Govindarajan, Ramkumar Ramachandran",Axilor,technology
1702,Credgenics,Financial Services,Series A,1600000.0,New Delhi,2018.0,"Rishabh Goel, Mayank Khera, AArnav Kumard Agrawal","Westbridge Capital, Tanglin Venture Partners",non-technology
1703,BlueLearn,EdTech,Pre-seed,1600000.0,Goa,2020.0,"Harish Uthayakumar, Shreyans Sancheti","100X.VC﻿,﻿ Titan Capital, Rahul Mathur, Gaurav Mandlecha",non-technology
1704,NimbleBox.ai,MLOps platform,Seed,1600000.0,Chennai,2018.0,"Anshuman Pandey, Rohan Pooniwala",Venture Catalysts,non-technology
1705,Pickrr,Logistics & Supply Chain,Series B,1600000.0,Gurugram,2015.0,"Rhitiman Majumdar, Gaurav Mangla, Ankit Kaushik","IIFL, Amicus Capital, AUndisclosedta Capital",technology
1707,Grip Invest,Financial Services,Series A,1600000.0,Gurugram,2020.0,"Nikhil Aggarwal, Vivek Gulati","Venture Highway, Endiya Partners",non-technology
1708,Heads Up For Tails,Pet care,Series A,1600000.0,New Delhi,2008.0,Rashi Sanon,"Verlinvest, Sequoia Capital India",technology
1709,Blue Tokai Coffee Roasters,Food & Beverages,Pre-series B,1600000.0,New Delhi,2012.0,"Matt Chitharanjan, Shivam Shahi, Namrata Asthana",Anicut Angel Fund,technology
1710,Neeman,Consumer Goods,Series A,1600000.0,Hyderabad,2017.0,Taran Chhabra,Sixth Sense Ventures,non-technology
1711,BharatPe,FinTech,Series E,1600000.0,New Delhi,2018.0,"Ashneer Grover, Shashvat Nakrani",Tiger Global,non-technology
1712,GoSats,FinTech,Seed,1600000.0,Bangalore,2020.0,"Mohammed Roshan, Roshni Aslam","Alphabit Fund, Fulgur Ventures, Stacks Accelerator, SBX Capital",non-technology
1713,StockGro,FinTech,Pre-series A,1600000.0,Bangalore,2020.0,Ajay Lakhotia,"Roots Ventures, Velo Partners",non-technology
1714,Onsurity,Healthcare,Series A,1600000.0,Bangalore,2020.0,"Yogesh Agarwal, Kulin Shah",Nexus Venture Partners,technology
1716,Celcius,Logistics,Bridge Round,1600000.0,Mumbai,2020.0,Swarup Bose,"Mumbai Angels Network, Huddle, Lumis Partners",non-technology
1717,AyuRythm,Healthcare,Seed,1600000.0,Bangalore,2017.0,Abhilesh Gupta,SucSEED Indovation Fund,technology
1718,Enguru,EdTech,Pre-series A,1600000.0,Bangalore,2014.0,"Arshan Vakil, Tahem Veer Verma, Udit Hinduja","Potencia Ventures, Bisk Ventures, LetsVenture, Ronnie Screwvala, Arihant Patni",non-technology
1719,Rocket Skills,EdTech,Pre-seed,1600000.0,Gurugram,2020.0,"Vibhu Bahuguna, Mohit Jain","Better Capital, First Cheque, Titan Capital",non-technology
1720,RenewBuy,FinTech,Series C,1600000.0,Gurugram,2015.0,Balachander Sekhar,Evolvence Capital,non-technology
1722,UrbanMatrix Technologies,Drone,Bridge Round,1600000.0,Chennai,2019.0,"Rishabh Verma, Ashutosh Kumar, Divyanshu Pundir",SARA ELGI,non-technology
1723,Jupiter,Banking,Series B,1600000.0,Mumbai,2019.0,Jitendra Gupta,"Nubank, Global Founders Capital, Sequoia Capital India, Matrix Partners India",non-technology
1724,Pixuate,Deeptech,Seed,1600000.0,Bangalore,2012.0,"Akshata Kari, Prathvi Palekar",SucSEED Indovation Fund,technology
1725,Playo,SportsTech,Pre-series A,1600000.0,Bangalore,2014.0,Daanish Suhail,ah! Ventures High Tables,non-technology
1726,Toothsi,Health,Series B,1600000.0,Mumbai,2018.0,"Dr Arpi Mehta, Dr Pravin Shetty, Dr Manjul Jain, Dr Anirudh Kale","Eight Roads Ventures, Think Investments, Mankekar Family Office",non-technology
1727,Soothe Healthcare,Consumer Goods,Series C,1600000.0,New Delhi,2012.0,Sahil Dharia,A91 Partners,non-technology
1728,Goodmeetings,Computer software,Series A,1600000.0,Bangalore,2020.0,Srinivasan Narayan,Chiratae Ventures,technology
1729,Apnaklub,Wholesale,Seed,1600000.0,Bangalore,2020.0,"Shruti, Manish Kumar",Sequoia’s Surge,non-technology
1730,ChefKart,Consumer Goods,Pre-seed,1600000.0,Gurugram,2020.0,"Vaibhav Gupta, Arpit Gupta, Aman Gupta","Lead Angels, Titan Capital, Pravega Ventures",non-technology
1731,Fashinza,Apparel & Fashion,Series A,1600000.0,Gurugram,2020.0,"Pawan Gupta, Abhishek Sharma","Accel Partners, Elevation Capital",technology
1732,Fabheads,Industrial Automation,Pre-series A,1600000.0,Chennai,2015.0,Dhinesh Kanagaraj,"Inflection Point Ventures, Rockstud Capital, FirstPort Capital, Bliss Flow Investments Pvt Ltd",non-technology
1733,QuickShift,Logistics & Supply Chain,Seed,1600000.0,Pune,2016.0,Anshul Goenka,"Anicut Angel Fund, Axilor Ventures",technology
1734,StackBOX,Logistics & Supply Chain,Bridge Round,1600000.0,Bangalore,2016.0,"Shanmukha Boora, Sabyasachi Bhattacharjee","Ecosystem Ventures, CMM group",technology
1735,MedPrime Technologies,Healthcare,Seed,1600000.0,Thane,2014.0,"Samrat, Greeshma UnnikrishArnav Kumar, Binil Jacob, Mahesh Kumar Rathor","Mumbai Angels Network, Social Alpha",technology
1736,infra.market,Construction,Series D,1600000.0,Thane,2016.0,"Souvik Sengupta, Aaditya Sharda",Tiger Global,non-technology
1737,CollegeDekho,E-learning,Series B,1600000.0,Gurgaon,2015.0,Ruchir Arora,"Disrupt ADQ, QIC",technology
1738,BOX8,Food & Beverages,Bridge Round,1600000.0,Mumbai,2012.0,"Anshul Gupta, Amit Raj",Tiger Global,technology
1739,Simpl,Consumer Services,Series B,1600000.0,Bangalore,2015.0,"Nitya, Chaitra ChidaArnav Kumard","Valar Ventures, IA Ventures",non-technology
1741,PayGlocal,Financial Services,Series A,1600000.0,Bangalore,2021.0,"Prachi Dharani, Rohit Sukhija, Yogesh Lokhande",Sequoia Capital India,non-technology
1742,Curefit,"Health, Wellness & Fitness",Bridge Round,1600000.0,Bangalore,2016.0,"Mukesh Bansal, Ankit",Zomato,technology
1743,Pocket FM,OTT,Series B,1600000.0,Bangalore,2018.0,"Rohan, Nishanth Srinivas, Prateek Dixit","Lightspeed, Times Group, Tanglin Venture Partners",non-technology
1744,CHARGE+ZONE,Automotive,Bridge Round,1600000.0,Vadodara,2018.0,Kartikey Hariyani,Venture Catalysts,non-technology
1745,PlanetSpark,Education Management,Series B,1600000.0,Gurugram,2017.0,"Maneesh Dhooper, Kunal Malik","Binny Bansal, Deep Kalra, Dr Ashish Gupta, Gokul Rajaram, Shirish Nadkarni",non-technology
1746,LenDenClub,Financial Services,Series A,1600000.0,Mumbai,2015.0,"Bhavin Patel, Dipesh Karki","Tuscan Ventures, Ohm Stock Brokers, Artha Venture Fund",non-technology
1747,CometChat,Computer Software,Series A,1600000.0,Mumbai,2009.0,"Anuj, AArnav Kumart Garg",Signal Peak Ventures,technology
1748,AgroStar,AgriTech,Series D,1600000.0,Pune,2013.0,"Shardul, Sitanshu Sheth","Evolvence, Hero Enterprise",non-technology
1749,Bizongo,Information Technology & Services,Series D,1600000.0,Mumbai,2015.0,"Sachin Agrawal, Aniket Deb, Ankit Tomar",Tiger Global,non-technology
1750,Probus Insurance,Insurance,Bridge Round,1600000.0,Mumbai,2002.0,Rakesh goyal,BlueOrchard Impact Investment Managers,non-technology
1751,MoEngage,Software Startup,Series D,1600000.0,Bangalore,2014.0,"Raviteja Dodda, Yashwanth Kumar",Steadview Capital,technology
1752,CloudSEK,Computer & Network Security,Series A,1600000.0,Bangalore,2015.0,Rahul Sasi,MassMutual Ventures,technology
1753,Exponent Energy,Automotive,Pre-series A,1600000.0,Bangalore,2020.0,"Arun Vinayak, Sanjay Byalal",YourNest VC,non-technology
1754,Trinkerr,Capital Markets,Series A,1600000.0,Bangalore,2021.0,"Manvendra Singh, Gaurav Agarwal",Accel India,technology
1755,Zorro,Social network,Seed,1600000.0,Gurugram,2021.0,"Jasveer Singh, Abhishek Asthana, Deepak Kumar","Vijay Shekhar Sharma, Ritesh Agarwal, Ankiti Bose",non-technology
1756,Ultraviolette,Automotive,Series C,1600000.0,Bangalore,2021.0,"Subramaniam Narayan, Niraj Rajmohan","TVS Motor, Zoho",non-technology
1757,NephroPlus,Hospital & Health Care,Series E,1600000.0,Hyderabad,2009.0,Vikram Vuppala,IIFL Asset Management,technology
1758,Unremot,Information Technology & Services,Seed,1600000.0,Bangalore,2020.0,Shiju RadhakrishArnav Kumar,Inflection Point Ventures,non-technology
1759,FanAnywhere,Financial Services,Seed,1600000.0,Bangalore,2021.0,"Varun Chaudhary, Amit Kumar","Oasis Capital, Scorpio VC, DeltaHub Capital",non-technology
1760,PingoLearn,E-learning,Bridge Round,1600000.0,Pune,2021.0,"Mohit Menghani, Shubham Maheshwari","Titan Capital, Haresh Chawla, AngelList Syndicate",technology
1761,Spry,Music,Seed,1600000.0,Mumbai,2021.0,"Gaurav Dagaonkar, Meghna Mittal","9Unicorns, Ashneer Grover",non-technology
1762,Enmovil,Information Technology & Services,Pre-series A,1600000.0,Hyderabad,2015.0,"Ravi Bulusu, Nanda Kishore, Venkat Moganty",Anicut Angel Fund,non-technology
1763,ASQI Advisors,Financial Services,Pre-series A,1600000.0,Mumbai,2019.0,Swapnil Pawar,Founders Room Capital,non-technology
1764,Insurance Samadhan,Insurance,Pre-series A,1600000.0,New Delhi,2018.0,Deepak Bhuvenshwari Uniyal,"9Unicorns, ZNL",non-technology
1766,MasterChow,Hauz Khas,Seed,1600000.0,Food & Beverages,2020.0,"Vidur Kataria, Sidhanth Madan",WEH Ventures,non-technology
1767,Fullife Healthcare,Primary Business is Development and Manufacturing of Novel Healthcare Products in Effervescent forms using imported propriety ingredients.,Bridge Round,1600000.0,Pharmaceuticals	#REF!,2009.0,Morgan Stanley Private Equity Asia,$22000000,technology
1768,Trinkerr,Capital Markets,Series A,1600000.0,Bangalore,2021.0,"Manvendra Singh, Gaurav Agarwal",Accel India,technology
1769,Zorro,Social network,Seed,1600000.0,Gurugram,2021.0,"Jasveer Singh, Abhishek Asthana, Deepak Kumar","Vijay Shekhar Sharma, Ritesh Agarwal, Ankiti Bose",non-technology
1770,Ultraviolette,Automotive,Series C,1600000.0,Bangalore,2021.0,"Subramaniam Narayan, Niraj Rajmohan","TVS Motor, Zoho",non-technology
1771,NephroPlus,Hospital & Health Care,Series E,1600000.0,Hyderabad,2009.0,Vikram Vuppala,IIFL Asset Management,technology
1772,Unremot,Information Technology & Services,Seed,1600000.0,Bangalore,2020.0,Shiju RadhakrishArnav Kumar,Inflection Point Ventures,non-technology
1773,FanAnywhere,Financial Services,Seed,1600000.0,Bangalore,2021.0,"Varun Chaudhary, Amit Kumar","Oasis Capital, Scorpio VC, DeltaHub Capital",non-technology
1774,PingoLearn,E-learning,Bridge Round,1600000.0,Pune,2021.0,"Mohit Menghani, Shubham Maheshwari","Titan Capital, Haresh Chawla, AngelList Syndicate",technology
1775,Spry,Music,Seed,1600000.0,Mumbai,2021.0,"Gaurav Dagaonkar, Meghna Mittal","9Unicorns, Ashneer Grover",non-technology
1776,Enmovil,Information Technology & Services,Pre-series A,1600000.0,Hyderabad,2015.0,"Ravi Bulusu, Nanda Kishore, Venkat Moganty",Anicut Angel Fund,non-technology
1777,ASQI Advisors,Financial Services,Pre-series A,1600000.0,Mumbai,2019.0,Swapnil Pawar,Founders Room Capital,non-technology
1778,Insurance Samadhan,Insurance,Pre-series A,1600000.0,New Delhi,2018.0,Deepak Bhuvenshwari Uniyal,"9Unicorns, ZNL",non-technology
1780,MasterChow,Hauz Khas,Seed,1600000.0,Food & Beverages,2020.0,"Vidur Kataria, Sidhanth Madan",WEH Ventures,non-technology
1781,Fullife Healthcare,Primary Business is Development and Manufacturing of Novel Healthcare Products in Effervescent forms using imported propriety ingredients.,Bridge Round,1600000.0,Pharmaceuticals	#REF!,2009.0,Morgan Stanley Private Equity Asia,$22000000,technology
1782,MoEVing,MoEVing is India's only Electric Mobility focused Technology Platform with a vision to accelerate EV adoption in India.,Bridge Round,1600000.0,Gurugram	#REF!,2021.0,"Anshuman Maheshwary, Dr Srihari Raju Kalidindi",$5000000,technology
1783,Pristyn Care,Hospital & Health Care,Series E,1600000.0,Gurugram,2018.0,"Harsimarbir (Harsh) Singh, Dr Vaibhav Kapoor, Dr Garima Sawhney","Kunal Shah, Deepinder Goyal, Abhiraj Singh Bhal",technology
1784,Plix,"Health, Wellness & Fitness",Series A,1600000.0,Mumbai,2018.0,"Rishubh Satiya, Akash Zaveri","Guild Capital, RPSG Capital Ventures",technology
1785,Uni Cards,Financial Services,Series A,1600000.0,Bangalore,2020.0,"Nitin Gupta, Prateek Jindal, Laxmikant Vyas","General Catalyst, Eight Roads Ventures, Elevation Capital",non-technology
1786,Practically,E-learning,Bridge Round,1600000.0,Hyderabad,2018.0,"Subbarao Siddabattula, Charu Noheria, Ilangovel Thulasimani","NB Ventures, Earlsfield Capital",technology
1787,Nestasia,Retail,Series A,1600000.0,Kolkata,2018.0,"Aditi Murarka Agrawal, Anurag Agrawal","Varun Alagh, Sahil Barua",technology
1788,Vedic Cosmeceuticals,Cosmetics,Series A,1600000.0,Noida,2002.0,Mohit Goel,Sixth Sense Ventures,non-technology
1789,Juspay,FinTech,Series C,1600000.0,Bangalore,2012.0,"Vimal Kumar, Ramanathan RV",SoftBank Vision Fund 2,non-technology
1790,TranZact,Information Technology & Services,Series A,1600000.0,Mumbai,2017.0,"Ritesh Kumar, Sharad Sen Sharma, Rohan Sen Sharma","Tribe Capital, Prime Venture Partners",non-technology
1791,Atomberg,Consumer Electronics,Bridge Round,1600000.0,Mumbai,2012.0,"Manoj, Sibabrata Das",Jungle Ventures,non-technology
1792,Ola,Mobility,Bridge Round,1600000.0,Bangalore,2010.0,Bhavish Aggarwal,Marquee international institutional investors,technology
1793,Mohalla Tech,Social media,Series G,1600000.0,Bangalore,2015.0,"Ankush Sachdeva, Bhanu Pratap Singh",Alkeon Capital,technology
1794,Stack,Financial Services,Seed,1600000.0,Bangalore,2020.0,"Smriti Tomar, Tushar Vyas","Y Combinator, Harvard Management",non-technology
1795,PropReturns,Real Estate,Bridge Round,1600000.0,Mumbai,2020.0,"Jayant Panwar, Kenish Shah","Y Combinator﻿, ﻿Goodwater Capital",non-technology
1796,WeSkill,E-learning,Pre-seed,1600000.0,Gurugram,2020.0,"Shaurya Joshi, Shashank Patidar, Praneet Agarwal","Shrishti Sahu, Umang Vohra",technology
1797,Fitpage,"Health, Wellness & Fitness",Bridge Round,1600000.0,Mumbai,2020.0,Vikas Singh,"Astra Ventures, Gaurav Jaitly",technology
1798,ShopMyLooks,Digital platform,Bridge Round,1600000.0,Noida,2021.0,Rohit Jaiswal,"Capital A, Collective Artists Network",technology
1799,ByteLearn,E-learning,Seed,1600000.0,Noida,2021.0,Arnav Kumar,"Aditya Singhal, Nishant Sinha",technology
1800,Dista,Computer Software,Seed,1600000.0,Pune,2017.0,"Nishant Kumar, Shishir Gokhale, Deepak Garg",Pentathlon Ventures,technology
1801,OfBusiness,Financial Services,Bridge Round,1600000.0,Gurugram,2015.0,"Ruchi Kalra, Asish Mohapatra","Alpha Wave Ventures II, Tiger Global Management, SoftBank Vision Fund II",non-technology
1802,Bizongo,B2B Ecommerce,Series D,1600000.0,Mumbai,2015.0,"Sachin Agrawal, Aniket Deb, Ankit Tomar",Tiger Global,non-technology
1803,FRND,Online Media,Series A,1600000.0,Bangalore,2019.0,"Bhanu Pratap Singh Tanwar, Hardik Bansal, Harshvardhan Chhangani",KRAFTON,non-technology
1804,Metadome,Computer Software,Pre-series A,1600000.0,Bangalore,2017.0,"Kanav Singla, Prashant Sinha, Shorya Mahajan","Chiratae Ventures, Lenskart Vision Fund",technology
1805,Keka HR,Information Technology & Services,Bridge Round,1600000.0,Hyderabad,2014.0,Vijay Yalamanchili,Recur Club,non-technology
1806,Flo Mobility,Industrial Automation,Bridge Round,1600000.0,Bangalore,2019.0,"Manesh Jain, Mohan Kumar","DevX Venture Fund, Blume Founder Fund",non-technology
1807,Yodacart,E-commerce,Pre-seed,1600000.0,Thane,2019.0,Vikas Sharma,Ajith Daneil,non-technology
1808,TheHouseMonk,Real Estate,Bridge Round,1600000.0,Bangalore,2019.0,"Ajay Kumar, Balaji Varadharajan",Aurum Proptech,non-technology
1809,Zepto,E-commerce,Bridge Round,1600000.0,Bangalore,2021.0,"Aadit Palicha, Kaivalya Vohra",Y-Combinator,non-technology
1810,Sirona Hygiene,"Health, Wellness & Fitness",Bridge Round,1600000.0,New Delhi,2015.0,Deep Bajaj,The Good Glamm Group,technology
1811,Jumbotail,B2B Ecommerce,Series C,1600000.0,Bangalore,2015.0,"S Karthik Venkateswaran, Ashish Jhina",Invus,non-technology
1812,Captain Fresh,Logistics & Supply Chain,Series B,1600000.0,Bangalore,2019.0,Utham Gowda,"Tiger Global, Prosus Ventures",technology
1813,Deciwood,Consumer Electronics,Bridge Round,1600000.0,New Delhi,2018.0,AArnav Kumarya Meena,"Shuru Up, Ankit Kedia, Arun Gupta",non-technology
1814,Kohbee,E-learning,Pre-seed,1600000.0,Bangalore,2019.0,"Rohan Sinha, Shashwat Aditya","Ankit Mehrotra, Saurabh Aggarwal",technology
1815,Perfora,Consumer Goods,Pre-seed,1600000.0,Gurugram,2021.0,"Tushar Khurana, Jatan Bawa",Sauce.vc,non-technology
1816,Unbox Robotics,Logistics & Supply Chain,Series A,1600000.0,Pune,2019.0,"Pramod Ghadge, Shahid Memon, Rohit Pitale","3one4 Capital, Sixth Sense Ventures",technology
1817,Ninety One,Consumer Goods,Series A,1600000.0,Ahmedabad,2015.0,"Sachin Chopra, Vishal Chopra",A91 Partners,non-technology
1818,Gobillion,Social commerce,Seed,1600000.0,New Delhi,2020.0,"Roshan Farhan, Kulapradip Bharali","YCombinator, Justin Mateen, Pioneer Fund",non-technology
1819,RIPPLR,Logistics & Supply Chain,Pre-series B,1600000.0,Bangalore,2019.0,"Abhishek Nehru, Santosh Dabke","Sojitz Corporation, Stride Ventures",technology
1820,SK Finance,Financial Services,Series F,1600000.0,Jaipur,1994.0,Rajendra Setia,"IIFL Wealth, TPG Growth, Norwest Venture Partners",non-technology
1821,Eggoz,Food & Beverages,Series A,1600000.0,Gurugram,2017.0,"Abhishek Negi, Uttam Kumar, Aditya Singh, Pankaj Pandey","Nabventures, Avaana Capital",technology
1822,Fabriclore,Apparel & Fashion,Pre-series A,1600000.0,Jaipur,2016.0,"Vijay Sharma, Anupam Arya, Sandeep Sharma","Fluid Ventures, Mulberry Silks",technology
1823,Veefin,Information Technology & Services,Bridge Round,1600000.0,Mumbai,2010.0,"Gautam Udani, Raja Debnath",Rajesh Rajendran,non-technology
1824,Verandah,Apparel & Fashion,Seed,1600000.0,Mumbai,2011.0,Anjali Patel Mehta,"Mike Novogratz, Neeraj Arora",technology
1825,Karkinos Healthcare,Hospital & Health Care,Bridge Round,1600000.0,Mumbai,2020.0,"R VenkataramaArnav Kumar, Ravi Kant",Reliance Digital Health,technology
1827,EsportsXO,Mobile Games,Seed,1600000.0,Bangalore,2020.0,"Utsav Umang, Rohit Raj, Vikas Goel",We Founder Circle,non-technology
1828,The Gourmet Jar,Food & Beverages,Bridge Round,1600000.0,Noida,2012.0,Apeksha Jain,DevX Venture Fund,technology
1829,Zorgers,Hospital & Health Care,Bridge Round,1600000.0,Mohali,2013.0,"Varun Gupta, Anil Kumar, Abhinav Gupta",Ritu Marya Family Office.,technology
1830,BangDB,Computer Software,Bridge Round,1600000.0,Bangalore,2015.0,Sachin Sinha,Ten Innovate,technology
1831,Neobank Jupiter,Banking,Series C,1600000.0,Mumbai,2019.0,Jitendra Gupta,"Tiger Global, Sequoia Capital",non-technology
1832,Skippi Ice Pops,Food Production,Bridge Round,1600000.0,Hyderabad,2021.0,Ravi Kabra,Shark Tank India,non-technology
1833,Glii,Dating,Seed,1600000.0,Noida,2020.0,Shivam Kaushik,We Founder Circle,non-technology
1834,GlobalBees,E-commerce,Series B,1600000.0,New Delhi,2021.0,"Nitin Agarwal, Supam Maheshwari","Premji Invest, Steadview Capital",non-technology
1835,Mamaearth,"Health, Wellness & Fitness",Bridge Round,1600000.0,Gurugram,2016.0,"Ghazal, Varun Alagh",Sequoia,technology
1836,SecureNow,Insurance,Series B,1600000.0,Gurugram,2011.0,"Kapil Mehta, Abhishek Bondia",Apis Insurtech Fund I,non-technology
